contentId,pageType,templateId,objectId,Nr,name,link
304,3,1,12,1,Nexus,main.html?contentId=200
304,3,1,12,2,Boreas,main.html?contentId=201
304,3,1,12,3,Stornes,main.html?contentId=202
304,3,1,12,4,Stingray,main.html?contentId=203
304,3,1,12,5,Nordnes,main.html?contentId=204
304,3,1,12,5,Aeolus,main.html?contentId=205
304,3,1,12,5,Calypso,main.html?contentId=206
304,3,1,12,5,MPI Adventure,main.html?contentId=207
305,3,1,1,1,Floating Lines,main.html?contentId=305
305,1,1,4,1,E&E Services,main.html?contentId=401
305,1,1,4,2,Survey Services,main.html?contentId=402
305,1,1,4,3,Procurement Services,main.html?contentId=403
305,1,1,4,4,Legal Services,main.html?contentId=404
305,1,1,4,5,HR Services,main.html?contentId=405
305,1,1,4,6,SMD Services,main.html?contentId=406
305,3,1,11,1,expert1,https://expert1.com
305,3,1,11,2,expert2,https://expert2.com
305,3,1,11,3,expert3,https://expert3.com
305,3,1,11,4,expert4,https://expert4.com
305,3,1,11,5,expert5,https://expert5.com
305,3,1,6,1,mainpdf,PlaceHolders/Placeholderpdf.pdf
305,3,1,7,1,lessonlearned1,https://lessonlearned1.com
305,3,1,7,2,lessonlearned2,https://lessonlearned2.com
305,3,1,7,3,lessonlearned3,https://lessonlearned3.com
305,3,1,7,4,lessonlearned4,https://lessonlearned4.com
305,3,1,7,5,lessonlearned5,https://lessonlearned5.com
305,3,1,8,1,project1,https://project1.com
305,3,1,8,2,project2,https://project2.com
305,3,1,8,3,project3,https://project3.com
305,3,1,8,4,project4,https://project4.com
305,3,1,8,5,project5,https://project5.com
305,3,1,9,1,quickguide1,https://quickguide1.com
305,3,1,9,2,quickguide2,https://quickguide2.com
305,3,1,9,3,quickguide3,https://quickguide3.com
305,3,1,9,4,quickguide4,https://quickguide4.com
305,3,1,9,5,quickguide5,https://quickguide5.com
305,3,1,10,1,finalreport1,https://finalreport1.com
305,3,1,10,2,finalreport2,https://finalreport2.com
305,3,1,10,3,finalreport3,https://finalreport3.com
305,3,1,10,4,finalreport4,https://finalreport4.com
305,3,1,10,5,finalreport5,https://finalreport5.com
305,3,1,12,1,Nexus,main.html?contentId=200
305,3,1,12,2,Boreas,main.html?contentId=201
305,3,1,12,3,Stornes,main.html?contentId=202
305,3,1,12,4,Stingray,main.html?contentId=203
305,3,1,12,5,Nordnes,main.html?contentId=204
305,3,1,12,5,Aeolus,main.html?contentId=205
305,3,1,12,5,Calypso,main.html?contentId=206
305,3,1,12,5,MPI Adventure,main.html?contentId=207
401,4,2,1,1,E&E Services,
401,4,2,11,1,expert1,https://expert1.com
401,4,2,11,2,expert2,https://expert2.com
401,4,2,11,3,expert3,https://expert3.com
401,4,2,11,4,expert4,https://expert4.com
401,4,2,11,5,expert5,https://expert5.com
401,4,2,6,1,mainpdf,PlaceHolders/Placeholderpdf.pdf
402,4,2,1,1,Survey Services,
402,4,2,11,1,expert1,https://expert1.com
402,4,2,11,2,expert2,https://expert2.com
402,4,2,11,3,expert3,https://expert3.com
402,4,2,11,4,expert4,https://expert4.com
402,4,2,11,5,expert5,https://expert5.com
402,4,2,6,1,mainpdf,PlaceHolders/Placeholderpdf.pdf
403,4,2,1,1,Procurement Services,https://vanoord01.sharepoint.com/sites/organisation/SitePages/Category-managers.aspx
403,4,2,11,1,expert1,https://expert1.com
403,4,2,11,2,expert2,https://expert2.com
403,4,2,11,3,expert3,https://expert3.com
403,4,2,11,4,expert4,https://expert4.com
403,4,2,11,5,expert5,https://expert5.com
403,4,2,6,1,mainpdf,PlaceHolders/Placeholderpdf.pdf
404,4,2,1,1,Legal Services,
404,4,2,11,1,expert1,https://expert1.com
404,4,2,11,2,expert2,https://expert2.com
404,4,2,11,3,expert3,https://expert3.com
404,4,2,11,4,expert4,https://expert4.com
404,4,2,11,5,expert5,https://expert5.com
404,4,2,6,1,mainpdf,PlaceHolders/Placeholderpdf.pdf
405,4,2,1,1,HR (projects) Services,
405,4,2,11,1,expert1,https://expert1.com
405,4,2,11,2,expert2,https://expert2.com
405,4,2,11,3,expert3,https://expert3.com
405,4,2,11,4,expert4,https://expert4.com
405,4,2,11,5,expert5,https://expert5.com
405,4,2,6,1,mainpdf,PlaceHolders/Placeholderpdf.pdf
406,4,2,1,1,SMD Services,
406,4,2,11,1,expert1,https://expert1.com
406,4,2,11,2,expert2,https://expert2.com
406,4,2,11,3,expert3,https://expert3.com
406,4,2,11,4,expert4,https://expert4.com
406,4,2,11,5,expert5,https://expert5.com
406,4,2,6,1,mainpdf,PlaceHolders/Placeholderpdf.pdf
